Edward Moran	1871  762.0,635.0
Edward Willis Redfield	1911  810.0,998.0
Edwin Austin Abbey	1895  737.0,1149.0
Edwin Austin Abbey	1898  1378.0,3232.0
Edwin Lord Weeks	1885  1005.0,813.0
Edwin White	1855  565.0,692.0
Eiraku Hozen	1849 6 
Eiraku Hozen	1849 13.3 
Eiraku Tokuzen	1899 5.1 
Eiraku Tokuzen	1899 7.9 
Eiraku Tokuzen	1899 10.5 
Elihu Vedder	1899  305.0,762.0
Elihu Vedder	1868  165.0,273.0
Elihu Vedder	1887  254.0,305.0
Elihu Vedder	1890  248.0,508.0
Elihu Vedder	1877  464.0,1492.0
Elihu Vedder	1865  362.0,218.0
Elihu Vedder	1865  994.0,591.0
Elihu Vedder	1885  613.0,956.0
Elihu Vedder	1923  352.0,273.0
Elihu Vedder	1923  210.0,100.0
Elihu Vedder	1923  222.0,108.0
Elliott Daingerfield	1905  770.0,916.0
Emanuel Leutze	1851  3785.0,6477.0
Emanuel Leutze	1856  1292.0,1029.0
Emil Carlsen	1909  1219.0,1473.0
Emil Carlsen	1890  870.0,970.0
Emil Mayer	1912  40.0,70.0
Emil Mayer	1912  40.0,50.0
Emil Mayer	1912  30.0,10.0
Emil Mayer	1912  40.0,90.0
Emil Mayer	1912  30.0,40.0
Emile Gilliéron	-1450  1562.0,1016.0
Emile Joachim Constant Puyo	1906  60.0,10.0
Emile Joachim Constant Puyo	1907  90.0,50.0
Emile Joachim Constant Puyo	1906  80.0,150.0
Emile Joachim Constant Puyo	1906  60.0,70.0
Emile Joachim Constant Puyo	1908  291.0,226.0
Emile Samson	1915 19.1 
Emily Maria Spaford Scott	1915  267.0,352.0
Emily Sargent	1936  268.0,210.0
Enoch Wood Perry	1879  302.0,410.0
Enoch Wood Perry	1872  565.0,743.0
Enoch Wood Perry	1876  508.0,400.0
Ephrem Kouakou	1992  1321.0,1118.0
Erastus Salisbury Field	1848  1492.0,768.0
Erastus Salisbury Field	1880  889.0,1168.0
Erik Gunnar Asplund	1824  96.0,147.0
Erik Gunnar Asplund	1930  621.0,356.0
Erik Gunnar Asplund	1924  61.0,96.0
Erik J. H. Hoberg	1961  429.0,314.0
Ernest Lawson	1910  762.0,1016.0
Ernest Lawson	1910  533.0,635.0
Ernest Lawson	1916  641.0,765.0
Ernest Lawson	1914  635.0,765.0
Ernest Meissonier	1880  177.0,117.0
Ernst Welker	1837  268.0,390.0
Erté (Romain de Tirtoff)	1931  667.0,457.0
Erté (Romain de Tirtoff)	1924  378.0,273.0
Erté (Romain de Tirtoff)	1924  375.0,276.0
Erté (Romain de Tirtoff)	1924  384.0,276.0
Erté (Romain de Tirtoff)	1924  378.0,276.0
Erté (Romain de Tirtoff)	1924  375.0,273.0
Erté (Romain de Tirtoff)	1924  241.0,359.0
Erté (Romain de Tirtoff)	1926  241.0,362.0
Erté (Romain de Tirtoff)	1922  400.0,288.0
Erté (Romain de Tirtoff)	1922  399.0,288.0
Erté (Romain de Tirtoff)	1922  399.0,290.0
Erté (Romain de Tirtoff)	1923  339.0,475.0
Erté (Romain de Tirtoff)	1923  340.0,472.0
Erté (Romain de Tirtoff)	1923  330.0,472.0
Erté (Romain de Tirtoff)	1923  339.0,473.0
Erté (Romain de Tirtoff)	1934  281.0,384.0
Erté (Romain de Tirtoff)	1928  321.0,500.0
Erté (Romain de Tirtoff)	1928  499.0,318.0
Erté (Romain de Tirtoff)	1934  378.0,276.0
Erté (Romain de Tirtoff)	1934  379.0,281.0
Erté (Romain de Tirtoff)	1934  378.0,275.0
Erté (Romain de Tirtoff)	1934  277.0,379.0
Erté (Romain de Tirtoff)	1934  378.0,278.0
Erté (Romain de Tirtoff)	1934  376.0,274.0
Erté (Romain de Tirtoff)	1934  376.0,277.0
Erté (Romain de Tirtoff)	1937  371.0,270.0
Erté (Romain de Tirtoff)	1930  156.0,113.0
Erté (Romain de Tirtoff)	1934  281.0,380.0
Erté (Romain de Tirtoff)	1928  254.0,359.0
Erté (Romain de Tirtoff)	1926  279.0,394.0
Erté (Romain de Tirtoff)	1926  248.0,400.0
Erté (Romain de Tirtoff)	1926  283.0,394.0
Erté (Romain de Tirtoff)	1926  286.0,387.0
Erté (Romain de Tirtoff)	1927  402.0,303.0
Erté (Romain de Tirtoff)	1917  267.0,187.0
Erté (Romain de Tirtoff)	1928  387.0,283.0
Erté (Romain de Tirtoff)	1928  289.0,383.0
Erté (Romain de Tirtoff)	1928  283.0,391.0
Erté (Romain de Tirtoff)	1928  175.0,241.0
Erté (Romain de Tirtoff)	1922  375.0,283.0
Erté (Romain de Tirtoff)	1926  381.0,279.0
Erté (Romain de Tirtoff)	1934  380.0,289.0
Erté (Romain de Tirtoff)	1934  275.0,378.0
Erté (Romain de Tirtoff)	1934  377.0,277.0
Erté (Romain de Tirtoff)	1934  379.0,280.0
Erté (Romain de Tirtoff)	1927  343.0,299.0
Erté (Romain de Tirtoff)	1922  361.0,270.0
Erté (Romain de Tirtoff)	1928  370.0,281.0
Erté (Romain de Tirtoff)	1927  348.0,259.0
Erté (Romain de Tirtoff)	1927  391.0,288.0
Erté (Romain de Tirtoff)	1925  348.0,264.0
Erté (Romain de Tirtoff)	1926  382.0,301.0
Erté (Romain de Tirtoff)	1920  399.0,288.0
Erté (Romain de Tirtoff)	1921  349.0,253.0
Erté (Romain de Tirtoff)	1927  381.0,288.0
Erté (Romain de Tirtoff)	1923  352.0,260.0
Erté (Romain de Tirtoff)	1925  378.0,289.0
Erté (Romain de Tirtoff)	1925  401.0,298.0
Erté (Romain de Tirtoff)	1924  358.0,289.0
Erté (Romain de Tirtoff)	1921  384.0,274.0
Erté (Romain de Tirtoff)	1928  388.0,288.0
Erté (Romain de Tirtoff)	1925  400.0,299.0
Erté (Romain de Tirtoff)	1923  340.0,470.0
Erté (Romain de Tirtoff)	1926  378.0,283.0
Erté (Romain de Tirtoff)	1927  241.0,362.0
Erté (Romain de Tirtoff)	1926  286.0,389.0
Erté (Romain de Tirtoff)	1928  279.0,387.0
Erté (Romain de Tirtoff)	1924  318.0,403.0
Erté (Romain de Tirtoff)	1931  416.0,739.0
Esaias van de Velde	1629  192.0,301.0
Esepe	2000  232.0,587.0
Etienne Jeaurat	1763  395.0,303.0
Eugene Higgins	1917  406.0,305.0
Eugenio Lucas	1870  248.0,330.0
Eugène Boudin	1898  231.0,361.0
Eugène Charpentier	1799  327.0,257.0
Eugène Charpentier	1800  327.0,257.0
Eugène Cicéri	1890  179.0,132.0
Eugène Cicéri	1890  258.0,121.0
Eugène Cicéri	1890  324.0,529.0
Eugène Cicéri	1890  243.0,242.0
Eugène Cicéri	1890  235.0,132.0
Eugène Cicéri	1890  249.0,338.0
Eugène Cicéri	1890  51.0,81.0
Eugène Cicéri	1890  376.0,393.0
Eugène Cicéri	1890  282.0,554.0
Eugène Cicéri	1890  38.0,139.0
Eugène Cicéri	1890  310.0,295.0
Eugène Cicéri	1890  245.0,445.0
Eugène Cicéri	1890  287.0,525.0
Eugène Cicéri	1890  267.0,167.0
Eugène Cicéri	1890  223.0,79.0
Eugène Cicéri	1890  164.0,277.0
Eugène Cicéri	1890  228.0,190.0
Eugène Cicéri	1890  219.0,357.0
Eugène Cicéri	1890  236.0,79.0
Eugène Cicéri	1890  51.0,190.0
Eugène Cicéri	1890  363.0,459.0
Eugène Cicéri	1890  281.0,425.0
Eugène Cicéri	1890  142.0,151.0
Eugène Cicéri	1890  327.0,555.0
Eugène Cicéri	1890  240.0,224.0
Eugène Cicéri	1890  317.0,541.0
Eugène Cicéri	1890  232.0,139.0
Eugène Cicéri	1890  277.0,434.0
Eugène Cicéri	1890  236.0,104.0
Eugène Cicéri	1890  279.0,533.0
Eugène Cicéri	1890  316.0,495.0
Eugène Cicéri	1890  301.0,189.0
Eugène Delacroix	1849  306.0,457.0
Eugène Delacroix	1863  264.0,361.0
Eugène Delacroix	1855  204.0,259.0
Eugène Delacroix	1850  568.0,406.0
Eugène Delacroix	1851  308.0,224.0
Eugène Isabey	1843  273.0,197.0
Eugène-Emmanuel Viollet-le-Duc	1874  290.0,664.0
Eugène-Ernest Hillemacher	1857  216.0,140.0
Eugène-Louis Lami	1865  395.0,708.0
Eugène-Samuel Grasset	1917  326.0,249.0
Everett Shinn	1905  552.0,746.0
Everett Shinn	1902  349.0,451.0
Everett Shinn	1907  546.0,394.0
Everett Shinn	1935  298.0,387.0
Everett Shinn	1913  311.0,460.0
Everett Shinn	1918  254.0,305.0
Everett Shinn	1904  464.0,279.0
Everett Shinn	1906  95.0,127.0
Evert Duyckinck	1656  568.0,394.0
Ezra Ames	1810  914.0,711.0
F. A. Mead	1870  457.0,660.0
F. G. W. Hunten	1850  610.0,1524.0
F. Luis Mora	1909  324.0,249.0
F. Luis Mora	1907  813.0,1146.0
F. Luis Mora	1902  756.0,559.0
F. Luis Mora	1913  1016.0,914.0
F. Mellerio Borgnis	1875  220.0,305.0
F. Mellerio Borgnis	1875  220.0,308.0
Faience Manufacturing Company	1890 44.5 
Faience Manufacturing Company	1890 47 
Fan Hong	1644  127.0,171.0
Fan Zeng	1999  673.0,673.0
Fanipdas	2000  5474.0,546.0
Fannie Nampeyo	1989  76.2,127.0
Fedele Fischetti	1792  251.0,190.0
Federico Barocci	1586  391.0,275.0
Federico Barocci	1582  387.0,273.0
Federico Zuccaro (Zuccari)	1577  403.0,1138.0
Federico Zuccaro (Zuccari)	1579  220.0,350.0
Federico Zuccaro (Zuccari)	1571  241.0,121.0
Felice Torelli	1748  402.0,302.0
Felix Meyer	1698  105.0,152.0
Felix Octavius Carr Darley	1888  168.0,248.0
Feng Langgong	1690  2959.0,6172.0
Ferogio (François Fortuné Antoine)	1885  546.0,286.0
Filippino Lippi	1504  245.0,216.0
Filippino Lippi	1504  175.0,222.0
Filippino Lippi	1485  175.0,75.0
Firmin Massot	1849  267.0,217.0
Fitz Henry Lane (formerly Fitz Hugh Lane)	1862  965.0,1524.0
Fitz Henry Lane (formerly Fitz Hugh Lane)	1854  660.0,1220.0
Folwell School	1803  584.0,737.0
Fong Chow	1991  100.0,150.0
Fong Chow	1989  100.0,150.0
Ford Madox Brown	1872  467.0,441.0
Ford Motor Company	1918 22.9 
Fortunato Duranti	1863  216.0,311.0
Fortunato Duranti	1863  222.0,311.0
Francesco Allegrini	1679  264.0,350.0
Francesco Guardi	1793  143.0,118.0
Francesco Guardi	1783  395.0,769.0
Francesco Primaticcio	1560  241.0,319.0
Francesco Primaticcio	1599  435.0,305.0
Francesco Primaticcio	1547  252.0,201.0
Francesco Primaticcio	1570  316.0,434.0
Francesco Primaticcio	1556  341.0,437.0
Francesco Salviati (Francesco de' Rossi)	1555  216.0,184.0
Francesco Zuccarelli	1788  116.0,171.0
Francesco Zuccarelli	1788  87.0,173.0
Francesco di Paolo da Montereale	1510  432.0,264.0
Francesco di Simone Ferrucci	1499 65.1 
Francis Blackwell Mayer	1876  401.0,521.0
Francis Coates Jones	1913  768.0,921.0
Francis William Edmonds	1851  584.0,838.0
Francis William Edmonds	1854  711.0,965.0
Francis William Edmonds	1858  635.0,765.0
Francisco Giralte	1565 98.4 
Franciszek Smuglewicz	1807  394.0,546.0
Francois M. Guyol de Guiran	1805  89.0,116.0
Frank Crane	1895  378.0,254.0
Frank Duveneck	1873  1086.0,819.0
Frank Eugene	1901  70.0,10.0
Frank Lloyd Wright	1897  305.0,368.0
Frank Lloyd Wright	1897  89.0,203.0
Frank Millet	1884  921.0,616.0
Frank Myers Boggs	1883  984.0,1308.0
Frank Reynolds	1953  267.0,378.0
Frank W. Benson	1901  1019.0,822.0
Frank W. Benson	1925  632.0,508.0
Frank W. Benson	1905  813.0,762.0
Frank W. Benson	1926  818.0,1019.0
Frank Waller	1881  305.0,406.0
Frank Waller	1881  610.0,508.0
Franz Eybl	1837  225.0,175.0
Franz Ludwig Hermann	1782  265.0,163.0
Franz Schütz	1781  268.0,390.0
Franz Wacik	1938  
Franz Xaver Triner	1824  425.0,516.0
Franz von Bayros	1924  241.0,385.0
Franz von Bayros	1924  320.0,281.0
Franz von Bayros	1924  464.0,397.0
Franz von Hauslab the Younger	1819  275.0,216.0
Franz von Hauslab the Younger	1883  346.0,300.0
Franz von Hauslab the Younger	1883  260.0,209.0
Franz von Hauslab the Younger	1883  406.0,307.0
Franz von Hauslab the Younger	1819  278.0,216.0
Franz von Hauslab the Younger	1883  341.0,302.0
Franz von Hauslab the Younger	1883  362.0,280.0
François Boucher	1770  267.0,436.0
François Boucher	1770  413.0,279.0
François Boucher	1770  391.0,270.0
François Guillaume Ménageot	1792  520.0,310.0
François Joseph Heim	1865  179.0,323.0
François Le Moyne	1737  301.0,227.0
François Le Moyne	1737  430.0,325.0
Frederic Edwin Church	1877  1372.0,2140.0
Frederic Edwin Church	1871  1130.0,1845.0
Frederic Edwin Church	1859  1680.0,3029.0
Frederic Remington	1907  765.0,1299.0
Frederic Remington	1889  508.0,718.0
Frederick Arthur Bridgman	1874  124.0,194.0
Frederick Carl Frieseke	1914  1143.0,1467.0
Frederick Carl Frieseke	1911  806.0,810.0
Frederick J. Waugh	1908  1219.0,1527.0
Frederick J. Waugh	1930  759.0,1222.0
Frederick Kemmelmeyer	1805  578.0,946.0
Frederick Kemmelmeyer	1803  559.0,451.0
Frederick R. Spencer	1834  838.0,660.0
Frederick Sommer	1949  90.0,60.0
Frederick William MacMonnies	1884  400.0,489.0
Frederick William MacMonnies	1885  305.0,551.0
Frederick William MacMonnies	1885  321.0,619.0
Frederick William MacMonnies	1885  437.0,635.0
Frederick William MacMonnies	1884  400.0,548.0
Frederick William MacMonnies	1885  298.0,622.0
Frederick William MacMonnies	1885  438.0,635.0
Frederick William MacMonnies	1904  787.0,635.0
Frederick William MacMonnies	1903  483.0,486.0
Frederick William MacMonnies	1901  1151.0,1147.0
Freeman Gage Delamotte	1862  368.0,231.0
Freeman Gage Delamotte	1862  144.0,230.0
Freeman Gage Delamotte	1862  248.0,406.0
Freeman Gage Delamotte	1862  368.0,234.0
Freeman Gage Delamotte	1862  371.0,233.0
Freeman Gage Delamotte	1862  232.0,400.0
Freeman Gage Delamotte	1862  152.0,130.0
Freeman Gage Delamotte	1862  370.0,230.0
Freeman Gage Delamotte	1862  292.0,441.0
Freeman Gage Delamotte	1862  133.0,124.0
Freeman Gage Delamotte	1862  233.0,370.0
French Painter	1799  603.0,502.0
French Painter	1790  
French Painter	1799  572.0,940.0
French Painter	1799  498.0,1111.0
French Painter	1715  
French Painter	1799  533.0,679.0
French Painter	1799  
French Painter	1799  1270.0,502.0
French Painter	1790  371.0,718.0
French Painter	1799  533.0,676.0
French Painter	1799  244.0,324.0
French Painter	1775  
French Painter	1799  1330.0,787.0
French Painter	1790 .471 
French Painter	1799  756.0,1172.0
French Painter	1790  711.0,1445.0
French Painter	1790  1172.0,781.0
French Painter	1790  416.0,772.0
French Painter	1790  2127.0,660.0
French Painter	1799  714.0,445.0
Friedrich Hagenauer	1544 35 
Friedrich Olivier	1846  135.0,124.0
Fritz Glarner	1962  149.0,135.0
Fritz Glarner	1962  130.0,240.0
Félix-Hilaire Buhot	1884  270.0,360.0
G. Baker	1879  660.0,1118.0
Gabriel François Doyen	1806  656.0,464.0
Gabriel François Doyen	1768  288.0,217.0
Gabriel de Saint-Aubin	1780  202.0,260.0
Gabriel de Saint-Aubin	1774  213.0,143.0
Gabriel de Saint-Aubin	1779  187.0,124.0
Gabriel de Saint-Aubin	1765  208.0,392.0
Gao Fenghan	1736  318.0,248.0
Gari Melchers	1907  1200.0,1007.0
Gari Melchers	1912  1376.0,1199.0
Garoy (?)	1835  146.0,254.0
Gaspare Serenario	1759  214.0,120.0
Geipuk	1965  1489.0,375.0
Geipuk	1965  1194.0,368.0
Genaro (Jenaro) Pérez Villaamil	1854  360.0,268.0
Genkyu Michinaga	1799 14 
Georg David Matthieu	1778  442.0,703.0
Georg Dionysius Ehret	1770  472.0,376.0
Georg Hulbe	1902  384.0,310.0
George Augustus Baker Jr.	1863  762.0,635.0
George Augustus Baker Jr.	1875  686.0,559.0
George Baxter	1853  147.0,326.0
George Caleb Bingham	1845  737.0,927.0
George Cochran Lambdin	1878  610.0,302.0
George Cochran Lambdin	1880  1016.0,787.0
George Cuit the Elder	1788  508.0,679.0
George Cuit the Elder	1788  502.0,667.0
George E. Harney	1900  527.0,337.0
George Elmer Browne	1925  1016.0,1270.0
George Frederic Watts	1875  864.0,274.0
George Fuller	1884  762.0,1016.0
George Fuller	1873  692.0,559.0
George Fuller	1882  1270.0,819.0
George Fuller	1880  1283.0,1029.0
George Gardner Symons	1909  1283.0,1526.0
George H. Bogert	1900  714.0,918.0
George H. Bogert	1898  489.0,778.0
George Harvey	1840  213.0,346.0
George Hayward	1856  170.0,229.0
George Henry Durrie	1858  660.0,921.0
George Henry Smillie	1898  356.0,508.0
George Henry Smillie	1883  381.0,603.0
George Henry Smillie	1868  429.0,324.0
George Henry Story	1890  762.0,610.0
George Henry Story	1902  610.0,533.0
George Henry Yewell	1870  546.0,320.0
George Henry Yewell	1870  140.0,229.0
George Hitchcock	1900  1127.0,908.0
George Inness	1861  914.0,1276.0
George Inness	1869  762.0,1156.0
George Inness	1878  543.0,765.0
George Inness	1863  565.0,772.0
George Inness	1865  1972.0,2854.0
George Inness	1887  762.0,1149.0
George Inness	1875  965.0,1603.0
George Inness	1872  173.0,262.0
George Inness	1889  229.0,312.0
George Inness	1873  178.0,314.0
George Inness	1876  2000.0,3010.0
George Inness	1891  737.0,1149.0
George Linen	1845  305.0,250.0
George Loring Brown	1857  845.0,1365.0
George Luks	1928  762.0,635.0
George Luks	1925  911.0,610.0
George Luks	1905  762.0,635.0
George Luks	1923  324.0,406.0
George Luks	1913  168.0,111.0
George Michael Moser	1771  220.0,162.0
George P. A. Healy	1851  622.0,521.0
George P. A. Healy	1832  762.0,635.0
George P. A. Healy	1842  1151.0,892.0
George P. A. Healy	1837  917.0,715.0
George Richards Elkington	1865  270.0,433.0
George Richards Elkington	1865  314.0,137.0
George Richmond	1837  581.0,422.0
George Snell	1878  191.0,137.0
George W. Twibill Jr.	1833  902.0,724.0
George W. Twibill Jr.	1836  883.0,1067.0
George Willoughby Maynard	1889  918.0,1278.0
George de Forest Brush	1903  1638.0,1181.0
George de Forest Brush	1905  1441.0,948.0
George de Forest Brush	1906  946.0,429.0
George de Forest Brush	1894  1207.0,749.0
Georges Rouault	1897  352.0,294.0
Georges Seurat	1887  310.0,238.0
Georges de Feure	1925  247.0,439.0
Gerard Melder	1754  227.0,351.0
Gerard de Jode	1675  318.0,406.0
Gerhard Richter	2000  40.0,30.0
Gerhard Richter	1991  40.0,50.0
German Painter	1765  70.0,87.0
Gerrit Duyckinck	1700  806.0,571.0
Gerrit Duyckinck	1715  1048.0,832.0
Gerrit Pietersz. Sweelink	1599  250.0,330.0
Gerrit Schipper	1805  533.0,457.0
Gerrit van Honthorst	1640  210.0,294.0
Gherardo Cibo	1600  130.0,206.0
Giacomo Cavedone	1660  395.0,282.0
Giacomo Cavedone	1660  307.0,223.0
Giacomo Guardi	1835  87.0,126.0
Giacomo Guardi	1835  82.0,119.0
Giak	2000 176.5 
Gifford Beal	1915  924.0,1530.0
Gifford Beal	1913  711.0,645.0
Gifford Beal	1916  359.0,508.0
Gifford Beal	1918  308.0,508.0
Gilbert Stuart	1820  686.0,559.0
Gilbert Stuart	1830  203.0,137.0
Gilbert Stuart	1803  746.0,632.0
Gilbert Stuart	1814  762.0,635.0
Gilbert Stuart	1815  692.0,597.0
Gilbert Stuart	1785  914.0,711.0
Gilbert Stuart	1803  740.0,613.0
Gilbert Stuart	1800  737.0,603.0
Gilbert Stuart	1815  673.0,546.0
Gilbert Stuart	1794  1124.0,911.0
Gilbert Stuart	1822  1022.0,813.0
Gilbert Stuart	1800  746.0,613.0
Gilbert Stuart	1794  1289.0,1010.0
Gilbert Stuart	1798  762.0,622.0
Gilbert Stuart	1798  1270.0,1016.0
Gilbert Stuart	1785  723.0,597.0
Gilbert Stuart	1794  1286.0,1003.0
Gilbert Stuart	1794  916.0,718.0
Gilbert Stuart	1798  762.0,594.0
Gilbert Stuart	1786  270.0,225.0
Gilbert Stuart	1787  762.0,635.0
Gilbert Stuart	1820  610.0,546.0
Gilbert Stuart	1806  730.0,606.0
Gilbert Stuart	1796  727.0,597.0
Gilbert Stuart	1788  762.0,610.0
Gilbert Stuart	1793  914.0,711.0
Gilbert Stuart	1785  2400.0,1486.0
Gilbert Stuart	1795  768.0,641.0
Gilles Allou	1751  174.0,132.0
Gillows	1820  185.0,111.0
Gillows	1820  184.0,112.0
Gillows	1820  178.0,114.0
Gillows	1820  182.0,111.0
Gillows	1820  185.0,112.0
Gillows	1820  183.0,112.0
Gillows	1830  184.0,112.0
Gillows	1825  189.0,111.0
Gillows	1825  186.0,112.0
Gillows	1825  129.0,164.0
Gillows	1825  135.0,178.0
Gillows	1825  114.0,92.0
Gillows	1825  184.0,113.0
Gillows	1825  132.0,173.0
Gillows	1825  134.0,178.0
Gillows	1825  128.0,170.0
Gillows	1825  114.0,94.0
Giocondo (Giuseppe) Albertolli	1785  895.0,1016.0
Giocondo (Giuseppe) Albertolli	1785  1283.0,1168.0
Gion Nankai	1799 7.9 
Giorgio Vasari	1574  386.0,250.0
Giovan Gioseffo dal Sole	1719  375.0,264.0
Giovanni Angelo Canini	1659  475.0,345.0
Giovanni Antonio Santarelli	1814 10.8 
Giovanni Antonio da Pordenone (Giovanni Antonio de Sacchis)	1539  362.0,248.0
Giovanni Battista Tiepolo	1770  308.0,248.0
Giovanni Battista Tiepolo	1770  296.0,251.0
Giovanni Battista Tiepolo	1739  498.0,363.0
Giovanni Battista Tiepolo	1770  500.0,368.0
Giovanni Benedetto Castiglione (Il Grechetto)	1650  406.0,535.0
Giovanni Benedetto Castiglione (Il Grechetto)	1664  256.0,362.0
Giovanni Benedetto Castiglione (Il Grechetto)	1664  393.0,270.0
Giovanni Benedetto Castiglione (Il Grechetto)	1664  244.0,369.0
Giovanni Benedetto Castiglione (Il Grechetto)	1664  403.0,553.0
Giovanni Benedetto Castiglione (Il Grechetto)	1664  406.0,578.0
Giovanni Benedetto Castiglione (Il Grechetto)	1664  386.0,523.0
Giovanni Domenico Caresana	1619  342.0,217.0
Giovanni Paolo Lomazzo	1571  254.0,161.0
Giovanni Serodine	1600  494.0,357.0
Giovanni da Udine (Giovanni dei Ricamatori)	1599  105.0,1184.0
Giovanni da Udine (Giovanni dei Ricamatori)	1564  124.0,203.0
Giovanni da Udine (Giovanni dei Ricamatori)	1599  105.0,1143.0
Giovanni della Robbia	1599 68.6 
Giovanni della Robbia	1550 45.7 
Giovanni della Robbia	1599 36.5 
Giovanni della Robbia	1515  1029.0,1711.0
Girolamo Mazzola Bedoli	1545  120.0,65.0
Girolamo Muziano	1600  271.0,191.0
Girolamo da Treviso	1544  258.0,274.0
Girolamo da Treviso	1549  437.0,324.0
Giulio Campi	1555  159.0,231.0
Giulio Campi	1545  267.0,222.0
Giulio Cesare Procaccini	1604  236.0,150.0
Giulio Romano	1546  252.0,217.0
Giulio Romano	1546  186.0,267.0
Giulio Romano	1546  116.0,177.0
Giuseppe Bernardino Bison	1844  155.0,290.0
Giuseppe Devers	1871  
Giuseppe Mazzuoli	1684 42.9 
Giuseppe Mazzuoli	1684 41.6 
Giuseppe Passeri (Passari)	1714  323.0,227.0
Giuseppe Passeri (Passari)	1714  229.0,299.0
Gobelins Tapestry Looms Company	1930  3200.0,2642.0
Godfried Maes	1700  157.0,94.0
Gong Xian	1688  275.0,357.0
Gong Xian	1688  273.0,410.0
Gordon Conway	1956  311.0,270.0
Gordon Conway	1934  518.0,366.0
Gordon Conway	1956  406.0,306.0
Gordon Grant	1950  565.0,749.0
Gordon Matta-Clark	1974  400.0,300.0
Gregorio Fernández	1700  889.0,1219.0
Gregorio de' Ferrari	1726  262.0,202.0
Guan Liang	1999  975.0,410.0
Guido Heigl	1920  330.0,351.0
Gustave Doré	1883  513.0,871.0
Gustave Doré	1865  718.0,959.0
Gustave Moreau	1900  338.0,162.0
Gustave Moreau	1898  314.0,416.0
Guy C. Wiggins	1912  865.0,1019.0
Guy Louis Vernansal the Elder	1720  430.0,758.0
Guérard	1900  505.0,399.0
H. Bach	1899  521.0,308.0
H. Bolton Jones	1886  616.0,1019.0
H. Bolton Jones	1892  254.0,356.0
H. Causon	1915  430.0,277.0
H. Causon	1920  427.0,277.0
H. Causon	1920  428.0,277.0
H. Causon	1920  430.0,277.0
H. Causon	1920  429.0,275.0
H. Causon	1920  427.0,280.0
Hallé	1815 68 
Hanabusa Itchō	1698  629.0,267.0
Hannah B. Loring	1812  660.0,432.0
Hanns Skolle	1932  140.0,70.0
Hans Hoffmann	1584  207.0,307.0
Hans Hoffmann	1584  215.0,326.0
Hans Holbein the Younger	1527  204.0,105.0
Hans Speckaert	1577  413.0,264.0
Hans Thoma	1900  396.0,513.0
Harry Fenn	1870  186.0,273.0
Harry Fenn	1885  304.0,240.0
Harry Fenn	1911  502.0,338.0
Harry Fenn	1905  259.0,365.0
Harry Fenn	1911  322.0,524.0
Harry W. Watrous	1912  919.0,762.0
Harry W. Watrous	1935  1016.0,914.0
Harvey O. Young	1880  508.0,762.0
Hashimoto Kansetsu	1945  483.0,559.0
Hayley Lever	1912  416.0,518.0
Heinrich Friedrich Füger	1801  463.0,350.0
Heinrich Krenes	1908  394.0,278.0
Heinrich Lefler	1919  172.0,260.0
Heinrich Lefler	1919  170.0,270.0
Heinrich Werdmüller	1677  73.0,114.0
Hendrick Goltzius	1617  194.0,144.0
Hendrick van Minderhout	1661  274.0,381.0
Henri Lehmann	1882  179.0,160.0
Henri Lehmann	1882  245.0,350.0
Henrietta Johnston	1710  279.0,217.0
Henrietta Johnston	1710  295.0,229.0
Henry Augustus Loop	1863  187.0,156.0
Henry Benbridge	1785  37.0,30.0
Henry Benbridge	1776  755.0,635.0
Henry Benbridge	1772  1251.0,1003.0
Henry Clay	1850  57.0,787.0
Henry Farrer	1869  302.0,386.0
Henry Fuseli	1802  312.0,336.0
Henry George Hine	1875  248.0,181.0
Henry Hitchings	1859  319.0,254.0
Henry Hobart Nichols	1947  908.0,1302.0
Henry Hobart Nichols	1927  1092.0,965.0
Henry Hobart Nichols	1944  762.0,495.0
Henry Inman	1838  781.0,648.0
Henry Inman	1840  305.0,254.0
Henry Inman	1827  768.0,635.0
Henry Inman	1825  756.0,629.0
Henry Inman	1825  762.0,635.0
Henry Inman	1829  337.0,244.0
Henry Inman	1838  762.0,610.0
Henry Mosler	1870  737.0,927.0
Henry Oliver Walker	1895  714.0,765.0
Henry Ossawa Tanner	1923  737.0,660.0
Henry Ossawa Tanner	1937  660.0,737.0
Henry Ossawa Tanner	1893  387.0,259.0
Henry Pember Smith	1875  154.0,254.0
Henry Penon	1876  317.0,900.0
Henry Peters Gray	1859  768.0,641.0
Henry Peters Gray	1848  1226.0,1937.0
Henry Peters Gray	1846  1022.0,1308.0
Henry Siddons Mowbray	1900  432.0,559.0
Henry Ward Ranger	1900  718.0,914.0
Henry Ward Ranger	1905  1022.0,1273.0
Henry Williams	1830  565.0,451.0
Henry-Bonaventure Monnier	1861  267.0,165.0
Hercules Brabazon Brabazon	1906  133.0,222.0
Hercules Brabazon Brabazon	1906  140.0,213.0
Hercules Brabazon Brabazon	1906  219.0,297.0
Hercules Brabazon Brabazon	1906  108.0,184.0
Herman Henstenburgh	1726  330.0,279.0
Herman Herzog	1932  191.0,292.0
Herman Saftleven II	1680  199.0,157.0
Herter Brothers	1880  879.0,478.0
Herter Brothers	1886  1638.0,1803.0
Hilda Katz	1979  355.0,477.0
Hippolyte Bellangé	1866  285.0,562.0
Hishikawa Moronobu	1694  651.0,325.0
Hogen Doshun	1912 7 
Hokusai School	1868  279.0,381.0
